MPN,WEB ID,Designer,Web Price,Cost,Product Title,Collection,Watch Type,Case Shape,Case Diameter (MM),Gender,Movement Type,Bezel,Bezel Gemstone Information,Crystal,Dial,Dial Color,Dial Information,Movement Name,Water Resistancy (M),Type of Band,Bracelet/Strap Material,Clasp Type,Country of Origin,Stone ID,Total carat weight,Day/Date,Second Hand,Warranty Info,Product Description
WAZ1110.FT8023,LGHWAZ1110.FT8023,TAG HEUER,"$1,000",$550.00 ,TAG Heuer Formula 1 Quartz Watch,Formula 1,Quartz Watch,round,41mm,Male,Quartz,Unidirectional black titanium carbide coated steel turning bezel with raised fine-brushed shield and numerals,,Sapphire,Black opalin dial with printed minuterie on the flange,Black,"Curved and polished hand-applied indexes, “12” and “6” numerals with luminescent markers",,200,rubber strap,Black perforated rubber strap,Fine-brushed pin buckle,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ1110.BA0875,LGHWAZ1110.BA0875,TAG HEUER,"$1,200",$660.00 ,TAG Heuer Formula 1,Formula 1,Quartz Watch,round,41mm,Male,Quartz,Unidirectional black titanium carbide coated steel turning bezel with raised fine-brushed shield and numerals,,Sapphire,Black opalin dial with printed minuterie on the flange,Black,"Curved and polished hand-applied indexes, “12” and “6” numerals with luminescent markers",,200,steel bracelet,3-row fine-brushed steel bracelet,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ1111.BA0875,LGHWAZ1111.BA0875,TAG HEUER,"$1,200",$660.00 ,TAG Heuer Formula 1,Formula 1,Quartz Watch,round,41mm,Male,Quartz,Unidirectional black titanium carbide coated steel turning bezel with raised fine-brushed shield and numerals,,Sapphire,White dial with printed minuterie on the flange,White,"Curved and polished hand-applied indexes, “12” and “6” numerals with luminescent markers",,200,steel bracelet,3-row fine-brushed steel bracelet,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ1112.BA0875,LGHWAZ1112.BA0875,TAG HEUER,"$1,300",$715.00 ,TAG Heuer Formula 1,Formula 1,Quartz Watch,round,41mm,Male,Quartz,Unidirectional turning polished and fine-brushed steel bezel with engraved black shield and numerals,,Sapphire,Black opalin dial with printed minuterie on the flange,Black,"Curved and polished hand-applied indexes, “12” and “6” numerals with luminescent markers",,200,steel bracelet,3-row fine-brushed steel bracelet,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ1010.BA0842,LGHWAZ1010.BA0842,TAG HEUER,"$1,300",$715.00 ,TAG Heuer Formula 1,Formula 1,Quartz Watch,round,43mm,Male,Quartz,"Unidirectional turning sandblasted, polished steel and mat blue aluminum bezel with silver shield and numerals",,Sapphire,Blue sunray dial with printed minuterie on the flange,Blue,"Curved and polished hand-applied indexes, “12” numeral with luminescent marker",,200,steel bracelet,3-row fine-brushed steel bracelet,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ1010.FC8197,LGHWAZ1010.FC8197,TAG HEUER,"$1,150",$632.50 ,TAG Heuer Formula 1,Formula 1,Quartz Watch,round,43mm,Male,Quartz,"Unidirectional turning sandblasted, polished steel and mat blue aluminum bezel with silver shield and numerals",,Sapphire,Blue sunray dial with printed minuterie on the flange,Blue,"Curved and polished hand-applied indexes, “12” numeral with luminescent marker",,200,NATO strap,Blue NATO strap with blue and grey stripes,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ1118.BA0875,LGHWAZ1118.BA0875,TAG HEUER,"$1,300",$715.00 ,TAG Heuer Formula 1,Formula 1,Quartz Watch,round,41mm,Male,Quartz,steel alternate finishing 60 minute scale unidirectional turning bezel,,Sapphire,blue sunray brushed dial with printed minuterie on the flange,blue,"Curved and polished hand-applied indexes, “12” and “6” numerals with luminescent markers",,200,steel bracelet,3-row fine-brushed steel bracelet,alternate finishing steel folding clasp with double safety system with diving extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ111A.BA0875,LGHWAZ111A.BA0875,TAG HEUER,"$1,400",$770.00 ,TAG Heuer Formula 1 Alarm Watch,Formula 1,Quartz Watch,round,41mm,Male,Quartz,Fine-brushed and polished steel fixed bezel with engraved black shield and numerals,,Sapphire,Black opalin dial with printed minuterie on the flange and Alarm function at 9 o’clock,Black,Curved and polished hand-applied indexes and “12” numeral with luminescent markers,,200,steel bracelet,3-row fine-brushed steel bracelet,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ1120.BB0879,LGHWAZ1120.BB0879,TAG HEUER,"$2,000","$1,100.00",TAG Heuer Formula 1 Steel & Gold Watch,Formula 1,Quartz Watch,round,41mm,Male,Quartz,Unidirectional turning polished yellow gold plated steel bezel with a blue aluminum ring and yellow gold colored shield and numerals,,Sapphire,Blue dial with “sunray” effect with printed minuterie on the flange,Blue,"Curved and polished yellow gold plated hand-applied indexes, “12” and “6” numerals with
luminescent markers",,200,steel bracelet,3-row fine-brushed and polished steel and yellow gold plated bracelet,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ1119.FT8023,LGHWAZ1119.FT8023,TAG HEUER,"$1,250",$687.50 ,TAG Heuer Formula 1 - ALEC MONOPOLY SPECIAL EDITION,Formula 1,Quartz Watch,round,41mm,Male,Quartz,steel black PVD alternate finishing 60 minute scale unidirectional turning bezel,,Sapphire,black opalin dial with black flange with 60 second,black,rhodium plated polished applied indexes with white superluminova®,,200,black rubber strap,black rubber strap,brushed steel pin buckle,Switzerland,,,date,Yes,limited 2 year,Designed by Alec Monopoly
CAZ1010.BA0842,LGHCAZ1010.BA0842,TAG HEUER,"$1,450",$797.50 ,TAG Heuer Formula 1 Quartz Chronograph,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,Black titanium carbide coated steel fixed bezel with raised fine-brushed tachymeter scale,,Sapphire,black opalin dial with printed minuterie on the flange,black,Curved and polished hand-applied indexes and “12” numeral with luminescent markers,,200,steel bracelet,3-row fine-brushed steel bracelet,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
CAZ1010.FT8024,LGHCAZ1010.FT8024,TAG HEUER,"$1,300",$715.00 ,TAG Heuer Formula 1 Quartz Chronograph,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,Black titanium carbide coated steel fixed bezel with raised fine-brushed tachymeter scale,,Sapphire,black opalin dial with printed minuterie on the flange,black,Curved and polished hand-applied indexes and “12” numeral with luminescent markers,,200,rubber strap,Black perforated rubber strap,Fine-brushed steel pin buckle,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
CAZ1014.BA0842,LGHCAZ1014.BA0842,TAG HEUER,"$1,550",$852.50 ,TAG Heuer Formula 1 Quartz Chronograph,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,"Sandblasted, polished steel and mat blue aluminum fixed bezel white tachymeter scale",,Sapphire,Blue sunray dial with orange accents,Blue,Curved and polished hand-applied indexes and “12” numeral with luminescent markers,,200,steel bracelet,3-row fine-brushed steel bracelet,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
CAZ1014.FC8196,LGHCAZ1014.FC8196,TAG HEUER,"$1,400",$770.00 ,TAG Heuer Formula 1 Quartz Chronograph,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,"Sandblasted, polished steel and mat blue aluminum fixed bezel white tachymeter scale",,Sapphire,Blue sunray dial with orange accents,Blue,Curved and polished hand-applied indexes and “12” numeral with luminescent markers,,200,NATO strap,Blue NATO strap with orange and grey stripes,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
CAZ1011.BA0843,LGHCAZ1011.BA0843,TAG HEUER,"$2,100","$1,155.00",TAG Heuer Formula 1 Quartz Steel & Ceramic Chronograph,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,"Sandblasted, polished steel and fine-brushed black ceramic fixed bezel with silver tachymeter scale engraving",,Sapphire,Anthracite with “sunray” effect dial with printed minuterie on the flange,Anthracite,Curved and polished hand-applied indexes and “12” numeral with luminescent markers,,200,steel & ceramic bracelet,"5-row fine-brushed, polished steel and brushed black ceramic bracelet",Fine-brushed steel with double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
CAZ101E.BA0842,LGHCAZ101E.BA0842,TAG HEUER,"$1,550",$852.50 ,TAG Heuer Formula 1 Quartz Chronograph,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,aluminum black alternate finishing tachymeter fixed bezel,,Sapphire,black opalin dial with white flange 60 second,black,rhodium plated polished applied indexes with white superluminova®,,200,steel bracelet,brushed steel 3 rows bracelet,brushed steel folding clasp with double safety system with diving extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
CAZ101K.BA0842,LGHCAZ101K.BA0842,TAG HEUER,"$1,550",$852.50 ,TAG Heuer Formula 1 Quartz Chronograph,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,steel alternate finishing tachymeter fixed bezel,,Sapphire,blue sunray brushed dial with blue flange 60 second,blue,rhodium plated polished applied indexes and “12” numeral with white superluminova®,,200,steel bracelet,brushed steel 3 rows bracelet,brushed steel folding clasp with double safety system with diving extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
CAZ101N.FC8243,LGHCAZ101N.FC8243,TAG HEUER,"$1,600",$880.00 ,TAG Heuer Formula 1 Gulf Special Edition,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,aluminum blue alternate finishing tachymeter fixed bezel,,Sapphire,blue sunray brushed dial with Gulf stripes and blue flange 60 second,blue,rhodium plated polished applied indexes and “12” numeral with white superluminova®,,200,leather strap,blue calf skin strap,brushed steel pin buckle,Switzerland,,,date,Yes,limited 2 year,"To honour the 50th anniversary of Gulf's first victory in the 24 Hours of Le Mans, TAG Heuer launched this timepiece. The dial features the instantly recognizable orange and blue strips of Gulf. The case-back is engraved with the Gulf logo and the strap features a finely-crafted blue leather strap with orange stitching for a sporty, stylish look."
CAZ101P.FC8245,LGHCAZ101P.FC8245,TAG HEUER,"$1,650",$907.50 ,TAG Heuer Formula 1 Aston Martin Special Edition,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,"aluminum grey, black matte tachymeter fixed bezel with ASTON MARTIN RACING lettering",,Sapphire,"black opalin dial with lime green accents, Aston Martin logo and black flange with lime green and grey 60 second",black,black gold plated polished applied indexes and “12” numeral with grey superluminova®,,200,leather strap,matte black calf skin strap with lime green stiching and special embossing,brushed steel pin buckle,Switzerland,,,date,Yes,limited 2 year,"To mark the new partnership with Aston Martin Racing TAG Heuer launched this chronograph. Aston Martin's shade of lime essence adorns the dial on the indexes, seconds hand and its famous winged logo. A first for the TAG Heuer Formula 1 collection a leather strap is used exclusively for Aston Martin with lime essence topstitching."
CAZ101U.BA0843,LGHCAZ101U.BA0843,TAG HEUER,"$2,250","$1,237.50",TAG Heuer Formula 1 Aston Martin Red Bull Racing Max Verstappen Special Edition,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,ceramic black alternate finishing tachymeter fixed bezel,,Sapphire,black opalin dial with red accents,black,black gold plated polished applied indexes with white superluminova®,,200,steel and black ceramic bracelet,alternate finishing steel and black ceramic 5 rows bracelet,brushed steel folding clasp with double safety system with diving extension,Switzerland,,,date,Yes,limited 2 year,"In celebration of its partnership with Aston Martin Red Bull Racing, TAG Heuer released this limited-edition timepieces to honor the young Formula 1 driver Max Verstappen featuring his car number 33 on the dial and a special engraved case back."
CAZ101V.BA0842,LGHCAZ101V.BA0842,TAG HEUER,"$1,650",$907.50 ,TAG Heuer Formula 1 - Indy 500 Limited Edition,Formula 1,Quartz Chronograph,round,43mm,Male,Quartz,"aluminum black polished, brushed tachymeter fixed bezel",,Sapphire,black sunray brushed dial,black,rhodium plated indexes with white superluminova®,,200,steel 3 rows bracelet,steel 3 rows bracelet,steel folding clasp with double safety system with diving extension,Switzerland,,,date,Yes,limited 2 year,
WAZ2011.BA0842,LGHWAZ2011.BA0842,TAG HEUER,"$1,800",$990.00 ,TAG Heuer Formula 1 Calibre 5 Automatic Watch,Formula 1,Calibre 5 Automatic Watch,round,43mm,Male,Automatic,"Unidirectional turning sandblasted, polished steel & black ceramic bezel with silver shield and numerals",,Sapphire,Anthracite sunray dial with minuterie on the flange with a red triangle,Anthracite,"Curved and polished hand-applied indexes, “12” and ""6"" numerals with luminescent marker",Calibre 5,200,steel bracelet,fine-brushed 3-row steel bracelet with polished edges,Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ2012.BA0842,LGHWAZ2012.BA0842,TAG HEUER,"$1,750",$962.50 ,TAG Heuer Formula 1 Calibre 6 Automatic Watch,Formula 1,Calibre 6 Automatic Watch,round,43mm,Male,Automatic,steel alternate finishing 60 minute scale unidirectional turning bezel,,Sapphire,black opalin dial with white flange 60 second,black,rhodium plated polished applied indexes and “12” numeral with white superluminova®,Calibre 6,200,steel bracelet,brushed steel 3 rows bracelet,brushed steel folding clasp with double safety system with diving extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WAZ2014.BA0842,LGHWAZ2014.BA0842,TAG HEUER,"$1,750",$962.50 ,TAG Heuer Formula 1 Calibre 6 Automatic Watch,Formula 1,Calibre 6 Automatic Watch,round,43mm,Male,Automatic,steel alternate finishing 60 minute scale unidirectional turning bezel,,Sapphire,blue sunray brushed dial with white flange 60 second,blue,rhodium plated polished applied indexes and “12” numeral with white superluminova®,Calibre 6,200,steel bracelet,brushed steel 3 rows bracelet,brushed steel folding clasp with double safety system with diving extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
CAZ2012.BA0970,LGHCAZ2012.BA0970,TAG HEUER,"$3,200","$1,760.00",TAG Heuer Formula 1 Calibre 16 Automatic Steel and Ceramic Chronograph,Formula 1,Calibre 16 Automatic Chronograph,round,44mm,Male,Automatic,Brushed black ceramic fixed bezel with silver tachymeter scale and red “TACHYMETER” lettering,,Sapphire,Anthracite sunray dial with printed white minuterie on the flange,Anthracite,Polished hand-applied indexes with luminescent markers,,200,steel & ceramic bracelet,"5-row fine-brushed, polished steel and brushed black ceramic bracelet",Fine-brushed steel double safety clasp and “racing suit” extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
CAZ2010.BA0876,LGHCAZ2010.BA0876,TAG HEUER,"$2,850","$1,567.50",TAG Heuer Formula 1 Calibre 16 Automatic Steel and Ceramic Chronograph,Formula 1,Calibre 16 Automatic Chronograph,round,44mm,Male,Automatic,Polished steel fixed bezel with black tachymeter scale and red “TACHYMETER” lettering,,Sapphire,black dial with printed minuterie with red touches on the flange,black,Polished hand-applied indexes with luminescent markers,,200,steel bracelet,3-row fine-brushed steel bracelet,Fine-brushed steel double safety clasp,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
CAZ2015.BA0876,LGHCAZ2015.BA0876,TAG HEUER,"$2,850","$1,567.50",TAG Heuer Formula 1 Calibre 16 Automatic Chronograph,Formula 1,Calibre 16 Automatic Chronograph,round,44mm,Male,Automatic,steel alternate finishing tachymeter fixed bezel,,Sapphire,blue sunray brushed dial with blue flange with 60 second,blue,rhodium plated polished applied indexes with white superluminova®,Calibre 16,200,steel bracelet,brushed steel 3 rows bracelet,brushed steel folding clasp with double safety system with diving extension,Switzerland,,,date,Yes,limited 2 year,The casual sports watch for a fast-paced life.
WBJ1318.BA0666,LGHWBJ1318.BA0666,TAG HEUER,"$1,300",$715.00 ,TAG Heuer Formula 1 Lady Quartz Watch,Formula 1,Quartz Watch,round,35mm,Female,Quartz,steel polished fixed bezel,,Sapphire,mother of pearl dial with 60 second,White,silver circular brushed carved out indexes and “12” numeral,,100,steel bracelet,"brushed, alternate finishing steel 5 rows bracelet","alternate finishing, brushed steel folding clasp with double safety push-buttons",Switzerland,,,date,Yes,limited 2 year,TAG Heuer Formula 1 Lady. A fashion watch that embodies the meeting of sport and lifestyle. This glamorous model is designed for women who love to live at their own pace. The perfect marriage of fashion and functionality. Switch from sporty to classic in one click with easy interchangeable strap system.
WBJ1316.BA0666,LGHWBJ1316.BA0666,TAG HEUER,"$2,100","$1,155.00",TAG Heuer Formula 1 Lady Diamond Bezel Quartz Watch,Formula 1,Quartz Watch,round,35mm,Female,Quartz,steel polished fixed bezel,Diamonds,Sapphire,minute scale,blue,silver circular brushed carved out indexes and “12” numeral,,100,steel bracelet,"brushed, alternate finishing steel 5 rows bracelet","alternate finishing, brushed steel folding clasp with double safety push-buttons",Switzerland,Diamonds,36 I diamonds diameter 1.30 mm (0.28 ct),date,Yes,limited 2 year,TAG Heuer Formula 1 Lady. A fashion watch that embodies the meeting of sport and lifestyle. This glamorous model is designed for women who love to live at their own pace. The perfect marriage of fashion and functionality. Switch from sporty to classic in one click with easy interchangeable strap system.
WBJ1312.BA0666,LGHWBJ1312.BA0666,TAG HEUER,"$1,200",$660.00 ,TAG Heuer Formula 1 Lady Quartz Watch,Formula 1,Quartz Watch,round,35mm,Female,Quartz,steel polished fixed bezel,,Sapphire,blue sunray brushed dial with 60 second,blue,silver circular brushed carved out indexes and “12” numeral,,100,steel bracelet,"brushed, alternate finishing steel 5 rows bracelet","alternate finishing, brushed steel folding clasp with double safety push-buttons",Switzerland,,,date,Yes,limited 2 year,TAG Heuer Formula 1 Lady. A fashion watch that embodies the meeting of sport and lifestyle. This glamorous model is designed for women who love to live at their own pace. The perfect marriage of fashion and functionality. Switch from sporty to classic in one click with easy interchangeable strap system.
WBJ1312.BA0666,LGHWBJ1312.BA0666,TAG HEUER,"$1,000",$550.00 ,TAG Heuer Formula 1 Lady Quartz Watch,Formula 1,Quartz Watch,round,35mm,Female,Quartz,steel polished fixed bezel,,Sapphire,blue sunray brushed dial with 60 second,blue,silver circular brushed carved out indexes and “12” numeral,,100,leather strap,matte blue calf skin strap ; calf skin beige lining,polished steel pin buckle,Switzerland,,,date,Yes,limited 2 year,TAG Heuer Formula 1 Lady. A fashion watch that embodies the meeting of sport and lifestyle. This glamorous model is designed for women who love to live at their own pace. The perfect marriage of fashion and functionality. Switch from sporty to classic in one click with easy interchangeable strap system.
WBJ1314.FC8230,LGHWBJ1314.FC8230,TAG HEUER,"$1,550",$852.50 ,TAG Heuer Formula 1 Lady Black & Rose Gold Quartz Watch,Formula 1,Quartz Watch,round,35mm,Female,Quartz,steel black PVD polished 60 second,,Sapphire,black sunray brushed dial with 60 second,black,rose gold colored circular brushed carved out indexes and “12” numeral,,100,leather strap,matte black calf skin strap ; calf skin black lining,polished black PVD steel pin buckle,Switzerland,,,date,Yes,limited 2 year,TAG Heuer Formula 1 Lady. A fashion watch that embodies the meeting of sport and lifestyle. This glamorous model is designed for women who love to live at their own pace. The perfect marriage of fashion and functionality. Switch from sporty to classic in one click with easy interchangeable strap system.
